10907478,3.22,BI
10941383,3.62,EE
10992857,2.56,PB
10985408,3.32,PB
10916488,2.95,CS
10949196,2.79,C
10941050,3.88,CS
10999218,3.8,EE
10969569,2.92,CS
10999238,3.5,PB
10962112,2.61,M
10932255,2.8,M
10978680,3.1,CE
10923878,3.73,CS
10901552,2.74,PB
10998189,3.53,CE
10913639,3.23,EE
10955498,3.79,M
10937553,2.77,PB
10935367,2.76,C
10913566,3.58,EE
10962079,3.45,BI
10954386,3.28,EE
10921743,3.41,CE
10984269,3.22,PB
10939701,3.24,CS
10918048,3.86,BU
10959704,2.88,PB
10931913,3.85,CS
10949252,2.89,EE
10996353,2.91,CS
10994688,3.19,CE
10900426,3.81,CE
10945516,3.5,EE
10952194,3.8,PB
10938369,2.87,CE
10997533,3.07,C
10915315,2.65,BI
10922773,2.66,BU
10905293,3.91,PB
10926966,3.03,CE
10915214,3.38,EE
10932682,2.52,BI
10942672,3.39,CE
10946250,3.19,C
10947272,2.99,PB
10944729,3.0,CS
10973784,3.88,M
10989456,3.33,PB
10905672,2.65,M
10979680,3.24,EE
10992353,4.0,BU
10970546,3.41,CS
10910880,3.32,C
10940878,2.66,PB
10901449,3.97,CS
10951430,3.17,PB
10926988,2.54,PB
10953098,3.56,BI
10956066,3.24,EE
10991729,3.33,CS
10969967,3.25,BI
10978542,3.83,BU
10901625,3.44,EE
10965692,3.63,C
10931885,3.75,PB
10971893,3.96,M
10981767,3.2,BU
10918262,3.44,CS
10978934,2.94,BU
10984753,3.93,C
10901039,3.65,C
10921474,3.77,BU
10918705,2.74,BI
10944231,3.03,EE
10907133,2.72,PB
10965987,3.83,CE
10929273,3.72,EE
10942920,2.75,M
10974273,3.76,CE
10916852,3.59,PB
10969835,3.47,C
10963701,2.66,BU
10904996,2.55,BI
10985025,3.29,CE
10907777,3.48,PB
10967720,3.61,M
10992222,2.76,EE
10942400,3.18,C
10988344,3.43,BI
10916383,2.98,M
10934430,3.74,CS
10938314,2.52,PB
10965126,2.72,BI
10921008,3.01,C
10939544,2.57,CS
10918371,3.49,CE
10985425,2.63,M
10964224,2.72,PB
10906361,2.85,PB
10956075,3.3,EE
10965441,3.95,C
10967398,2.66,BI
10925597,3.95,PB
10909716,3.31,CE
10971172,3.38,BU
10939257,2.82,BI
10954817,2.98,CE
10913655,2.8,CE
10920574,3.74,CE
10988906,2.6,PB
10969509,3.47,CS
10974144,3.83,CS
10975664,3.01,PB
10909012,3.49,EE
10991981,3.66,EE
10949428,3.24,CE
10971975,3.61,CS
10975134,3.12,EE
10914591,2.78,CE
10993141,3.39,CS
10999011,2.93,CE
10932275,2.99,C
10935478,3.41,C
10949720,3.32,PB
10926569,3.11,EE
10987864,2.86,CE
10929779,3.96,PB
10995037,2.93,BI
10960955,3.08,CE
10952639,3.39,CS
10993839,3.79,CS
10960889,3.43,C
10999210,2.68,CS
10970476,2.68,M
10937769,3.63,CS
10927641,3.0,BU
10915301,3.68,M
10910685,3.04,BI
10983225,3.61,BI
10942805,3.08,M
10950138,3.69,EE
10952260,2.6,CE
10994320,3.24,CS
10981940,2.5,C
10948536,3.04,CS
10914433,3.48,C
10933073,3.57,CS
10923875,3.24,CS
10959740,3.38,C
10987297,3.19,BU
10937894,2.98,PB
10955114,2.57,CE
10912540,3.96,CS
10943809,3.11,BU
10958842,2.58,EE
10912837,3.8,BU
10931733,3.32,BU
10903623,2.93,CS
10977546,2.97,C
10915853,3.05,M
10987581,2.81,CE
10908255,3.78,C
10957102,3.06,M
10991609,2.96,CS
10964376,3.88,CE
10956202,3.0,C
10920433,3.06,M
10952621,2.72,M
10969171,3.74,CE
10943467,2.68,EE
10903575,3.35,C
10941751,3.77,M
10950103,3.19,BI
10936304,3.62,PB
10906820,3.84,CE
10954983,2.59,CS
10969832,3.38,CS
10925426,3.08,M
10999128,3.63,M
10944389,3.06,C
10968807,3.07,C
10938582,3.22,PB
10920560,3.38,M
10947126,3.94,PB
10949835,3.91,PB
10969661,2.87,BU
10941898,3.48,BU
10975242,2.53,BI
10953190,3.06,CS
10989668,2.75,CS
10991729,2.56,BU
10926161,3.39,CE
10957748,3.96,CE
10937562,3.55,C
10924176,3.88,C
10903848,3.76,EE
10973378,2.76,CE
10990841,3.77,C
10979831,3.18,M
10970667,3.74,PB
10920427,2.91,M
10986931,2.92,C
10924712,3.92,C
10980297,2.89,BI
10934579,2.89,M
10950466,2.71,CE
10944042,2.69,PB
10979620,3.91,EE
10917213,2.6,PB
10991070,3.75,C
10915536,3.44,BI
10928640,3.62,CS
10937671,2.69,CE
10956140,2.9,CS
10909399,2.66,PB
10922547,3.06,BU
10934311,2.78,BI
10981614,3.18,CE
10989791,3.31,BI
10917544,2.94,C
10952815,3.35,CE
10962220,3.2,BI
10999533,3.37,M
10958591,3.28,BI
10982874,3.14,CS
10913785,2.54,CS
10968244,2.71,C
10971029,2.79,EE
10902113,3.51,CS
10991431,3.03,PB
10960229,3.18,EE
10902669,2.62,M
10956296,3.49,CE
10911750,3.95,BU
10972905,3.06,BU
10997449,3.28,BU
10934799,3.64,BU
10936508,3.43,CS
10990500,3.45,BI
10965655,3.03,C
10963906,3.03,PB
10921034,3.33,CE
10928096,2.89,PB
10984144,3.87,BU
10975611,2.54,M
10901513,3.5,M
10928637,3.29,CS
10910922,2.67,EE
10980923,3.78,BU
10946159,3.16,CE
10984976,3.9,CE
10994984,2.73,CE
10922055,2.74,CS
10958563,3.38,M
10935529,2.89,BU
10910520,3.23,C
10946540,2.58,C
10969716,3.69,CS
10922304,3.44,BI
10972110,3.94,BU
10989226,3.46,CE
10908380,2.64,BU
10963693,2.6,C
10912594,3.02,C
10978256,3.77,EE
10966914,3.42,CS
10996249,2.71,PB
10932772,3.41,CS
10983037,2.54,EE
10966483,3.75,C
10923578,3.16,PB
10908441,3.57,BI
10977999,3.96,C
10937425,3.42,PB
10971574,2.86,BU
10934503,3.64,CE
10951740,3.87,PB
10948090,3.29,BU
10925320,3.13,M
10900554,3.56,PB
10910840,3.46,C
10986594,3.01,BI
10976257,3.3,PB
10994414,2.66,BU
10965852,3.82,M
10914518,3.44,M
10976803,3.47,PB
10985677,3.22,EE
10965247,3.24,CE
10918832,3.85,M
10963083,2.92,CS
10948546,2.94,BI
10950767,2.69,BI
10977307,3.63,CE
10944262,3.41,M
10923479,3.57,CE
10985949,3.16,M
10946958,3.7,BU
10989570,3.54,EE
10908979,3.32,PB
10963128,2.61,CE
10979222,3.35,M
10997450,3.33,M
10930484,2.62,BI
10952462,3.67,EE
10952257,3.21,BI
10999734,2.73,CE
10986620,3.48,PB
10930147,3.48,BI
10927845,3.39,EE
10937862,3.55,BI
10974985,2.93,C
10955843,2.76,M
10945122,3.91,C
10908814,3.87,CE
10927128,3.46,C
10922424,3.41,CE
10906044,2.99,BU
10947374,2.55,BI
10956243,2.63,M
10962098,3.92,C
10953244,2.66,PB
10935950,3.63,CE
10945900,3.65,CE
10974354,3.1,CE
10965778,3.01,CE
10922600,3.13,CS
10900024,3.75,CE
10907209,2.84,M
10943803,2.82,BU
10973225,2.64,CE
10968415,2.91,C
10968776,2.84,BU
10942425,3.57,BI
10962866,3.05,C
10974283,2.56,EE
10999313,3.12,C
10909056,3.87,CE
10974370,2.57,BI
10908173,3.07,C
10938453,3.3,C
10988301,3.08,EE
10956809,2.51,C
10995591,3.26,BU
10988361,3.2,BU
10950065,3.3,EE
10928616,3.92,CE
10939730,2.67,CS
10962552,3.6,CE
10936950,3.89,CE
10902106,3.66,CE
10930067,3.07,PB
10986572,3.35,EE
10959693,3.89,M
10959322,3.75,PB
10901553,2.99,CE
10954330,3.08,C
10945643,2.71,CS
10905781,2.96,BU
10900432,3.73,CS
10997354,3.29,CE
10903734,3.27,EE
10943618,3.08,M
10945398,3.3,M
10948944,3.34,CE
10919884,2.67,PB
10976682,2.61,BU
10928564,3.43,CS
10974528,3.47,PB
10950074,3.9,BU
10905591,3.72,PB
10948716,2.51,CS
10918331,3.54,EE
10970001,2.74,C
10972901,2.72,BI
10943179,3.12,EE
10910513,2.93,CE
10967721,3.82,CS
10986834,2.81,BU
10927458,3.49,CS
10909364,3.41,M
10970253,2.67,PB
10966983,3.6,CE
10902517,3.72,BI
10939435,3.81,M
10927753,3.34,EE
10949571,3.79,CE
10965812,2.74,C
10970552,2.55,CE
10955136,3.37,EE
10981455,3.88,M
10943637,2.73,C
10948720,3.48,CS
10994619,2.89,EE
10936631,2.52,CS
10933438,3.73,C
10912271,2.94,EE
10923331,3.27,M
10911398,2.59,BU
10905741,2.8,CE
10956833,3.76,BI
10978394,3.45,PB
10935728,3.38,PB
10942769,3.74,BU
10909422,3.27,CE
10942991,3.63,PB
10942957,3.19,BI
10974963,3.11,PB
10963636,3.35,PB
10954213,2.61,C
10954498,3.05,M
10939933,2.67,C
10947867,3.88,M
10900523,3.86,CS
10938404,3.54,CE
10918579,2.74,C
10951529,2.74,BI
10970939,3.64,C
10904941,2.69,BU
10905004,3.43,CS
10928672,3.62,C
10950724,2.73,PB
10927380,2.73,EE
10961154,3.41,CE
10915562,2.91,CE
10952639,3.73,EE
10973017,2.84,BI
10926842,2.92,EE
10926360,2.8,PB
10969415,3.15,CE
10954444,3.0,PB
10904016,3.1,EE
10998224,3.01,BU
10920020,2.75,CE
10948885,2.76,PB
10946295,2.85,C
10974240,2.54,CE
10984278,3.3,C
10958428,2.9,C
10902035,2.63,BI
10948077,3.75,CE
10927828,3.21,PB
10926908,3.41,M
10973989,3.81,PB
10934485,2.69,C
10915976,3.34,CS
10987588,3.59,CE
10934951,3.08,PB
10929177,3.87,CS
10904180,3.68,BU
10930455,2.93,CS
10927692,2.72,BI
10944049,3.68,C
10953833,2.99,M
10936329,3.37,BU
10948925,2.67,PB
10903102,3.79,BU
10975118,2.89,CS
10957693,3.24,CE
10987932,3.38,CS
10922190,2.51,BI
10952042,2.66,C
10938215,3.84,PB
10943861,2.53,M
10997642,3.78,BU
10965483,3.41,BI
10900952,3.14,M
10988554,3.49,BU
10997465,2.98,CE
10919444,2.94,BU
10980546,2.84,PB
10941206,2.82,CE
10932722,3.37,M
10920872,3.39,CS
10933172,2.54,C
10930648,3.82,CS
10991223,3.74,BU
10950327,3.25,PB
10975236,3.44,CE
10971896,3.36,EE
10927849,2.79,EE
10990539,2.89,BU
10952572,3.65,CS
10962160,2.7,EE
10971784,3.53,BU
10948810,3.16,EE
10910256,3.74,BU
10949912,3.57,EE
10982182,2.59,BI
10921147,2.91,C
10979027,3.85,C
10914270,3.8,CE
10924141,3.7,PB
10994226,3.02,CS
10923978,2.78,PB
10960854,3.85,BU
10925877,3.85,CE
10947309,3.81,EE
10908654,3.54,EE
10944440,3.2,C
10990353,3.94,M
10910351,2.74,BU
10934493,3.69,BU
10966864,3.36,C
10949158,3.57,M
10946887,2.51,BI
10955984,2.58,BU
10961847,3.16,CE
10935696,2.8,CE
10950011,2.77,C
10945696,2.97,PB
10980459,3.74,CS
10987318,2.57,CS
10918687,2.69,CE
10913354,2.74,C
10992880,3.8,EE
10900881,3.45,M
10998907,3.43,CE
10974950,2.51,EE
10985452,3.15,BI
10909053,2.65,EE
10935154,2.6,EE
10928616,3.34,M
10975132,3.43,BU
10949286,3.16,CE
10994817,3.25,BU
10937036,3.19,CE
10942157,3.81,CS
10945348,2.76,BU
10991867,3.45,C
10969334,2.77,BU
10901707,3.75,M
10920758,3.05,BI
10976255,3.21,CS
10924054,3.39,M
10967946,3.87,C
10921711,3.87,BU
10947378,2.93,CS
10920671,3.75,BI
10937659,2.79,M
10980414,3.09,CE
10920907,2.56,BU
10972358,2.88,M
10994320,2.76,PB
10930947,3.9,M
10949619,3.26,C
10990245,3.48,C
10958478,3.13,CE
10963782,3.84,EE
10928876,3.52,CE
10999824,2.66,CE
10942974,2.8,BU
10919530,2.86,EE
10957776,2.91,C
10905704,2.52,CE
10909473,3.38,C
10901558,3.95,BU
10911091,2.97,BU
10960882,2.83,CE
10983489,3.47,M
10988902,3.98,M
10986590,2.81,C
10965362,3.07,BI
10992322,3.55,BU
10902183,2.88,PB
10981522,3.6,CS
10951400,3.74,BI
10930524,3.75,CS
10956479,2.62,EE
10964161,3.8,CE
10925215,3.48,EE
10908389,3.99,EE
10947449,3.9,CE
10900681,3.07,EE
10926207,3.72,BU
10991888,3.19,C
10975222,2.68,C
10973639,3.46,BI
10995364,3.1,BI
10972843,3.34,C
10956152,2.83,CE
10992182,2.53,EE
10976704,3.11,C
10907351,3.64,EE
10948780,2.68,C
