1000001,3.75,EE
1000002,1.30,BU
1000003,3.15,CS
1000004,2.78,BI
1000005,3.25,EE
1000006,1.83,BU
1000007,3.78,CS
1000008,2.98,BI
1000009,3.80,EE
1000010,1.38,BU
1000011,3.15,CS
1000012,1.05,BI
1000013,1.88,CS
1000014,2.98,BI
1000015,2.73,EE
1000016,2.38,BU
1000017,3.05,CS
1000018,3.98,BI
1000019,3.20,EE
1000020,1.80,BU
1000021,3.93,CS
1000022,1.38,BI
1000023,3.63,EE
1000024,1.90,BU
1000025,2.70,CS
1000026,3.65,BI
1000027,2.28,EE
1000028,1.33,BU
1000029,2.13,CS
1000030,3.78,BI
1000031,1.33,EE
1000032,3.88,BU
1000033,1.90,CS
1000034,2.75,BI
1000035,1.10,EE
1000036,3.20,BU
1000037,2.95,CS
1000038,2.15,BI
1000039,2.53,EE
1000040,2.50,BU
1000041,3.25,CS
1000042,2.80,BI
1000043,2.38,EE
1000044,2.65,BU
1000045,1.13,CS
1000046,3.15,BI
1000047,1.18,EE
1000048,1.25,BU
1000049,4.00,CS
1000050,1.35,BI
1000051,1.88,EE
1000052,2.23,BU
1000053,1.25,CS
1000054,1.90,BI
1000055,2.25,EE
1000056,2.78,BU
1000057,3.18,CS
1000058,3.80,BI
1000059,3.48,EE
1000060,3.88,BU
1000061,3.90,CS
1000062,3.43,BI
1000063,2.58,EE
1000064,1.93,BU
1000065,2.90,CS
1000066,3.70,BI
1000067,3.80,EE
1000068,2.70,BU
1000069,2.15,CS
1000070,1.08,BI
1000071,1.78,EE
1000072,1.40,BU
1000073,2.35,CS
1000074,2.48,BI
1000075,2.13,EE
1000076,1.60,BU
1000077,3.43,CS
1000078,3.83,BI
1000079,3.95,EE
1000080,3.70,BU
1000081,1.58,CS
1000082,2.80,BI
1000083,3.40,EE
1000084,1.43,BU
1000085,1.10,CS
1000086,2.38,BI
1000087,1.28,EE
1000088,2.85,BU
1000089,1.58,CS
1000090,1.83,BI
1000091,1.93,EE
1000092,1.75,BU
1000093,3.45,CS
1000094,1.35,BI
1000095,2.30,EE
1000096,1.25,BU
1000097,1.83,CS
1000098,1.53,BI
1000099,1.40,EE
1000100,2.55,BU
1000101,1.63,CS
1000102,2.33,BI
1000103,4.00,EE
1000104,2.48,BU
1000105,3.05,CS
1000106,1.53,BI
1000107,1.23,EE
1000108,1.43,BU
1000109,1.20,CS
1000110,2.50,BI
1000111,3.45,EE
1000112,3.93,BU
1000113,1.13,CS
1000114,1.65,BI
1000115,2.28,EE
1000116,2.03,BU
1000117,2.90,CS
1000118,2.45,BI
1000119,2.03,EE
1000120,2.13,BU
1000121,2.30,CS
1000122,2.70,BI
1000123,2.50,EE
1000124,3.90,BU
1000125,3.88,CS
1000126,2.48,BI
1000127,1.63,EE
1000128,3.48,BU
1000129,1.40,CS
1000130,1.38,BI
1000131,1.28,EE
1000132,1.05,BU
