1000,3.66,PB
1001,3.86,C
1002,2.54,CS
1003,3.04,CS
1004,3.65,BI
1005,3.65,PB
1006,3.89,M
1007,2.84,BI
1008,3.66,EE
1009,4.0,M
1010,2.9,CS
1011,2.56,CS
1012,3.68,EE
1013,2.8,BI
1014,3.78,BU
1015,3.57,M
1016,2.95,C
1017,2.81,CS
1018,3.13,M
1019,3.61,M
1020,3.94,BU
1021,3.21,BU
1022,2.68,BI
1023,3.28,BU
1024,2.88,C
1025,3.05,BU
1026,2.57,M
1027,2.8,BU
1028,3.35,BU
1029,3.81,C
1030,2.85,BI
1031,2.53,M
1032,3.63,CS
1033,3.8,EE
1034,3.52,BU
1035,3.66,BI
1036,3.93,BI
1037,3.65,CS
1038,2.84,BU
1039,3.6,EE
1040,2.65,BU
1041,3.52,EE
1042,2.84,BI
1043,3.15,BU
1044,3.19,BU
1045,3.73,CE
1046,3.15,CS
1047,3.76,BI
1048,3.06,BU
1049,3.71,EE
1050,3.75,CS
1051,3.12,CE
1052,2.58,CE
1053,2.94,M
1054,2.57,CE
1055,2.77,BU
1056,2.85,EE
1057,2.63,M
1058,3.17,PB
1059,3.09,BU
1060,3.56,BU
1061,3.11,PB
1062,3.92,PB
1063,3.23,CE
1064,3.71,CE
1065,3.42,BU
1066,2.93,C
1067,2.85,BU
1068,3.09,M
1069,3.98,PB
1070,3.15,BU
1071,3.34,C
1072,3.97,BU
1073,2.56,EE
1074,3.28,BU
1075,3.76,C
1076,2.93,M
1077,3.8,BI
1078,3.49,CE
1079,3.92,M
1080,3.88,CE
1081,3.79,BU
1082,2.56,PB
1083,2.65,BI
1084,3.82,M
1085,3.09,C
1086,2.89,BU
1087,3.58,M
1088,2.67,C
1089,2.91,BI
1090,2.73,EE
1091,2.86,C
1092,3.06,C
1093,3.65,PB
1094,3.12,BI
1095,3.29,C
1096,2.65,EE
1097,2.76,EE
1098,2.74,EE
1099,3.07,EE
1100,3.03,M
1101,3.66,CS
1102,2.66,BU
1103,3.13,EE
1104,3.43,BI
1105,3.04,EE
1106,3.14,M
1107,2.53,BI
1108,2.87,BU
1109,3.48,BI
1110,3.55,CS
1111,2.58,CE
1112,2.51,M
1113,3.39,CS
1114,3.3,PB
1115,2.98,EE
1116,2.65,C
1117,3.57,M
1118,2.95,C
1119,3.29,C
1120,2.96,BI
1121,2.58,C
1122,2.77,M
1123,3.79,PB
1124,3.91,M
1125,3.07,PB
1126,2.68,M
1127,3.67,CS
1128,2.61,BU
1129,3.87,M
1130,3.05,CE
1131,3.59,CS
1132,3.93,BI
1133,2.9,M
1134,3.08,CS
1135,3.25,CS
1136,3.25,CE
1137,3.48,CE
1138,2.55,BI
1139,3.59,CS
1140,3.95,EE
1141,3.51,EE
1142,3.67,M
1143,3.27,PB
1144,2.71,CE
1145,4.0,C
1146,2.56,CE
1147,2.59,BI
1148,3.34,EE
1149,3.92,EE
1150,2.59,EE
1151,2.94,M
1152,3.35,CS
1153,2.52,EE
1154,3.3,C
1155,3.2,EE
1156,3.71,EE
1157,3.81,BU
1158,4.0,BI
1159,3.3,C
1160,3.99,BU
1161,2.82,CE
1162,2.76,PB
1163,3.27,C
1164,3.36,CS
1165,2.57,BI
1166,2.72,EE
1167,3.75,CS
1168,2.55,BI
1169,2.59,BI
1170,3.52,M
1171,2.57,CS
1172,2.64,CE
1173,2.6,C
1174,3.58,M
1175,3.02,EE
1176,3.82,PB
1177,3.3,M
1178,2.65,C
1179,3.68,CS
1180,3.81,BI
1181,2.64,M
1182,2.97,BI
1183,3.69,BU
1184,3.14,PB
1185,3.84,C
1186,3.93,BU
1187,3.82,PB
1188,3.49,C
1189,3.84,BI
1190,3.48,PB
1191,3.08,M
1192,2.54,C
1193,3.97,PB
1194,2.62,BU
1195,3.44,C
1196,2.55,CE
1197,3.22,PB
1198,3.03,CS
1199,3.02,EE
1200,2.81,PB
1201,3.72,CS
1202,3.06,BI
1203,3.77,PB
1204,3.74,EE
1205,3.65,EE
1206,2.69,CS
1207,2.67,PB
1208,3.8,CE
1209,3.06,BI
1210,3.91,CS
1211,2.89,BU
1212,3.45,CE
1213,3.27,CS
1214,3.06,CE
1215,2.55,CS
1216,3.1,CE
1217,3.74,C
1218,3.11,CS
1219,3.7,CS
1220,3.5,M
1221,3.09,BI
1222,3.89,M
1223,2.78,CE
1224,3.3,PB
1225,3.34,BU
1226,3.93,EE
1227,2.94,BI
1228,2.77,BU
1229,3.12,CS
1230,2.9,PB
1231,4.0,CE
1232,3.61,CE
1233,3.31,BI
1234,3.5,PB
1235,3.69,CS
1236,2.68,C
1237,3.59,BI
1238,3.71,BI
1239,3.56,PB
1240,3.54,CE
1241,3.62,CE
1242,2.82,EE
1243,3.78,BU
1244,3.53,M
1245,2.6,PB
1246,2.76,CE
1247,2.84,PB
1248,3.21,CE
1249,3.22,EE
1250,3.59,PB
1251,3.03,EE
1252,2.66,PB
1253,3.64,CS
1254,3.12,CE
1255,3.42,BU
1256,3.91,M
1257,3.08,BU
1258,3.61,BI
1259,3.79,BU
1260,2.82,C
1261,3.32,M
1262,3.86,BU
1263,3.24,C
1264,2.82,BU
1265,2.76,C
1266,3.28,CE
1267,3.03,PB
1268,2.69,CE
1269,3.78,PB
1270,3.6,CE
1271,3.59,EE
1272,2.75,PB
1273,3.81,C
1274,2.64,M
1275,3.69,CE
1276,3.87,CE
1277,3.52,C
